latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-12.69123,133.707,322.92,2.04,1.39,2022-08-16,1304,T,100,6.1NRT,294.15,56.92,N
-12.6934,133.68839,310.2,2.05,1.39,2022-08-16,1304,T,79,6.1NRT,292.98,25.73,N
-12.70235,133.70206,316.04,2.04,1.39,2022-08-16,1304,T,92,6.1NRT,294.49,37.12,N
-12.68753,133.71904,304,2.04,1.39,2022-08-16,1304,T,16,6.1NRT,293.24,12.9,N
-12.68983,133.70045,319.43,2.04,1.39,2022-08-16,1304,T,99,6.1NRT,293.56,47.06,N
-12.61399,133.14594,322.6,2.25,1.45,2022-08-16,1304,T,100,6.1NRT,296.33,58.51,N
-12.60097,133.14383,309.36,2.25,1.45,2022-08-16,1304,T,72,6.1NRT,294.96,22.81,N
-12.60336,133.1234,306.07,2.26,1.46,2022-08-16,1304,T,26,6.1NRT,295.71,15.45,N
-12.13048,134.68686,314.89,1.69,1.28,2022-08-16,1304,T,90,6.1NRT,293.21,27.67,N
-12.13237,134.67142,309.53,1.69,1.28,2022-08-16,1304,T,78,6.1NRT,292.88,19.18,N
-29.06668,148.4048,304.53,1.48,1.2,2022-08-16,1259,T,60,6.1NRT,278.83,17.51,N
-20.73739,139.4791,302.06,1.11,1.05,2022-08-16,1301,T,46,6.1NRT,285.06,8.16,N
-19.52471,146.51398,303.26,1.68,1.27,2022-08-16,1301,T,54,6.1NRT,286.23,14.7,N
-19.14375,145.98033,300.45,1.57,1.23,2022-08-16,1301,T,9,6.1NRT,286.64,9.56,N
-19.10804,145.98338,307.6,1.57,1.24,2022-08-16,1301,T,72,6.1NRT,286.9,17.52,N
-19.11041,145.96924,300.71,1.57,1.23,2022-08-16,1301,T,12,6.1NRT,287.93,9.55,N
-19.07224,145.99254,309.19,1.58,1.24,2022-08-16,1301,T,77,6.1NRT,287.51,20.86,N
-17.65338,144.15796,306.73,1.27,1.12,2022-08-16,1304,T,69,6.1NRT,289.07,11.53,N
-17.58842,144.1167,301.73,1.27,1.12,2022-08-16,1304,T,27,6.1NRT,290.03,6.6,N
-17.26179,144.8134,313.38,1.41,1.18,2022-08-16,1304,T,87,6.1NRT,288.65,21.71,N
-17.26386,144.80057,306.02,1.41,1.18,2022-08-16,1304,T,34,6.1NRT,287.83,12.76,N
-17.24898,144.82552,312.14,1.42,1.18,2022-08-16,1304,T,65,6.1NRT,289.58,18.85,N
-17.25121,144.81181,318.65,1.41,1.18,2022-08-16,1304,T,76,6.1NRT,289.75,27.06,N
-17.23841,144.82379,313.77,1.42,1.18,2022-08-16,1304,T,78,6.1NRT,290.81,20.3,N
-17.24063,144.81026,323.19,1.41,1.18,2022-08-16,1304,T,97,6.1NRT,292.1,33.79,N
-17.24277,144.7971,316.44,1.41,1.18,2022-08-16,1304,T,41,6.1NRT,289.82,22.19,N
-17.22793,144.82159,334.93,1.42,1.18,2022-08-16,1304,T,100,6.1NRT,292.13,59.96,N
-17.23003,144.80876,348.82,1.41,1.18,2022-08-16,1304,T,100,6.1NRT,293.99,100.26,N
-17.23219,144.79562,303.61,1.41,1.18,2022-08-16,1304,T,14,6.1NRT,289.06,9.14,N
-17.194,144.79645,310.2,1.41,1.18,2022-08-16,1304,T,40,6.1NRT,290.54,15.32,N
-17.1835,144.79436,312.35,1.41,1.18,2022-08-16,1304,T,33,6.1NRT,291.07,17.19,N
-17.17516,144.77888,307.58,1.41,1.18,2022-08-16,1304,T,38,6.1NRT,291.19,11.97,N
-17.17735,144.76532,314.58,1.41,1.17,2022-08-16,1304,T,85,6.1NRT,290.64,20.6,N
-16.41666,141.93907,307.21,1.04,1.02,2022-08-16,1304,T,50,6.1NRT,292.27,7.26,N
-16.38772,141.94432,309.64,1.05,1.02,2022-08-16,1304,T,63,6.1NRT,293.19,8.9,N
-16.37711,141.95256,319.28,1.05,1.02,2022-08-16,1304,T,98,6.1NRT,294.01,17.17,N
-16.37856,141.94284,311.69,1.05,1.02,2022-08-16,1304,T,67,6.1NRT,293.19,10.38,N
-16.28689,142.44963,313.08,1.09,1.04,2022-08-16,1304,T,86,6.1NRT,293.1,12.33,N
-16.27755,142.44807,324.74,1.09,1.04,2022-08-16,1304,T,100,6.1NRT,293.83,24.51,N
-16.26821,142.44653,308.1,1.09,1.04,2022-08-16,1304,T,62,6.1NRT,292.72,8.13,N
-16.25735,142.45511,311.79,1.09,1.04,2022-08-16,1304,T,55,6.1NRT,293.32,10.21,N
-16.248,142.45357,322.09,1.09,1.04,2022-08-16,1304,T,91,6.1NRT,294.35,20.14,N
-16.2356,142.47231,327.19,1.09,1.04,2022-08-16,1304,T,100,6.1NRT,295.04,27.08,N
-16.23712,142.46216,319.35,1.09,1.04,2022-08-16,1304,T,88,6.1NRT,294.98,16.69,N
-16.23865,142.45203,335.26,1.09,1.04,2022-08-16,1304,T,100,6.1NRT,295.5,39.28,N
-16.22624,142.47076,309.46,1.09,1.04,2022-08-16,1304,T,53,6.1NRT,293.34,9,N
-16.22777,142.46062,317.13,1.09,1.04,2022-08-16,1304,T,94,6.1NRT,294.43,15.6,N
-16.2293,142.45049,315.03,1.09,1.04,2022-08-16,1304,T,90,6.1NRT,293.77,13.96,N
-16.28859,141.99176,314.36,1.05,1.02,2022-08-16,1304,T,44,6.1NRT,293.54,11.18,N
-16.19642,136.89127,300.29,1.35,1.15,2022-08-16,1304,T,24,6.1NRT,287.12,8.72,N
-15.6887,135.54486,302.46,1.65,1.26,2022-08-16,1304,T,49,6.1NRT,288.05,12.96,N
-14.18298,143.63634,301.86,1.33,1.14,2022-08-16,1304,T,45,6.1NRT,290.75,7.29,N
-15.06204,134.56796,304.05,1.9,1.35,2022-08-16,1304,T,58,6.1NRT,289.35,17.57,N
-15.0558,134.57925,301.72,1.9,1.35,2022-08-16,1304,T,19,6.1NRT,289.12,12.54,N
-13.88619,142.78503,306.84,1.2,1.09,2022-08-16,1304,T,69,6.1NRT,290.78,10.12,N
-14.89417,133.31308,307.96,2.36,1.48,2022-08-16,1304,T,73,6.1NRT,288.9,32.09,N
-14.81901,130.20657,311.65,4.08,1.87,2022-08-16,1304,T,72,6.1NRT,293.28,86.21,N
-14.80208,130.20506,333.39,4.08,1.87,2022-08-16,1304,T,100,6.1NRT,293.32,263.13,N
-14.46506,133.17255,302.42,2.39,1.49,2022-08-16,1304,T,26,6.1NRT,291.95,16.3,N
-14.81506,130.20135,327.49,4.08,1.87,2022-08-16,1304,T,100,6.1NRT,293.96,201.12,N
-14.47018,133.16765,301.86,2.39,1.49,2022-08-16,1304,T,41,6.1NRT,291.86,16.16,N
-14.79422,130.23734,305.87,4.05,1.87,2022-08-16,1304,T,50,6.1NRT,290.75,59.5,N
-14.79822,130.19907,317.41,4.08,1.87,2022-08-16,1304,T,95,6.1NRT,290.88,124.92,N
-13.17733,141.73833,304.98,1.09,1.04,2022-08-16,1304,T,62,6.1NRT,291.52,7.34,N
-14.13169,131.62448,318.41,3.11,1.67,2022-08-16,1304,T,97,6.1NRT,292.18,86.33,N
-14.11967,131.59383,335.94,3.13,1.68,2022-08-16,1304,T,100,6.1NRT,293.53,197.42,N
-14.12273,131.56488,305.26,3.14,1.68,2022-08-16,1304,T,64,6.1NRT,291.37,36.85,N
-14.13358,131.6192,318.97,3.11,1.67,2022-08-16,1304,T,98,6.1NRT,292.16,87.52,N
-14.11852,131.6174,305.85,3.11,1.67,2022-08-16,1304,T,66,6.1NRT,290.79,38.4,N
-14.12177,131.58868,332.83,3.13,1.68,2022-08-16,1304,T,100,6.1NRT,293.63,174.41,N
-14.02828,131.45937,301.64,3.19,1.69,2022-08-16,1304,T,21,6.1NRT,287.35,29.2,N
-13.90908,131.58664,311.91,3.11,1.67,2022-08-16,1304,T,50,6.1NRT,289.15,54.17,N
-13.92596,131.58325,303.57,3.11,1.67,2022-08-16,1304,T,33,6.1NRT,288.33,31.66,N
-13.91089,131.58156,312.51,3.11,1.67,2022-08-16,1304,T,73,6.1NRT,289.67,60.46,N
-13.20133,136.19751,318.58,1.37,1.16,2022-08-16,1304,T,97,6.1NRT,293.77,24.08,N
-13.194,136.20363,317.64,1.37,1.16,2022-08-16,1304,T,95,6.1NRT,293.94,23.81,N
-13.19565,136.19104,309.56,1.37,1.16,2022-08-16,1304,T,78,6.1NRT,293,13.63,N
-21.32765,120.05688,326,1.22,1.1,2022-08-16,1442,T,100,6.1NRT,287.76,35.15,N
-13.2488,141.94577,305.1,1.11,1.05,2022-08-16,1556,A,63,6.1NRT,287.74,9.2,N
-14.17899,143.64206,303.56,1,1,2022-08-16,1556,A,56,6.1NRT,290.8,6.35,N
-16.22204,142.46738,306,1.02,1.01,2022-08-16,1556,A,65,6.1NRT,291.12,7.12,N
-16.25538,142.44263,308.55,1.02,1.01,2022-08-16,1556,A,55,6.1NRT,290.51,8.54,N
-16.25682,142.45209,317.56,1.02,1.01,2022-08-16,1556,A,95,6.1NRT,291.8,15.72,N
-16.26588,142.45064,305.52,1.02,1.01,2022-08-16,1556,A,29,6.1NRT,290.8,6.67,N
-16.27908,141.99117,307.68,1.05,1.02,2022-08-16,1556,A,43,6.1NRT,291.34,8.01,N
-16.28824,141.98967,309.67,1.05,1.02,2022-08-16,1556,A,76,6.1NRT,290.94,9.5,N
-16.34454,141.94398,318.94,1.05,1.02,2022-08-16,1556,A,98,6.1NRT,291.32,19.24,N
-16.34604,141.95372,300.53,1.05,1.02,2022-08-16,1556,A,29,6.1NRT,290.5,5.12,N
-16.38765,142.2236,300,1.03,1.01,2022-08-16,1556,A,3,6.1NRT,289.42,4.52,N
-16.35371,141.94249,318.72,1.05,1.02,2022-08-16,1556,A,97,6.1NRT,290.61,18.07,N
-16.35521,141.95222,310.92,1.05,1.02,2022-08-16,1556,A,74,6.1NRT,290.91,11.11,N
-16.36288,141.94099,312.54,1.05,1.02,2022-08-16,1556,A,74,6.1NRT,289.41,12.37,N
-16.36438,141.95071,311.64,1.05,1.02,2022-08-16,1556,A,65,6.1NRT,290.1,11.6,N
-16.37354,141.94922,305.77,1.05,1.02,2022-08-16,1556,A,66,6.1NRT,290.31,8.17,N
-16.38271,141.94772,316.88,1.05,1.02,2022-08-16,1556,A,94,6.1NRT,290.59,16.49,N
-16.39783,141.98506,306.21,1.04,1.02,2022-08-16,1556,A,67,6.1NRT,289.06,8.7,N
-17.16644,144.77257,310.95,1.07,1.03,2022-08-16,1556,A,48,6.1NRT,288.34,11.36,N
-17.1743,144.76114,302.95,1.07,1.03,2022-08-16,1556,A,36,6.1NRT,289.05,6.66,N
-17.17569,144.77103,308.79,1.07,1.03,2022-08-16,1556,A,76,6.1NRT,288.45,10.45,N
-17.18361,144.76001,325.45,1.07,1.03,2022-08-16,1556,A,100,6.1NRT,289.09,26.35,N
-17.18498,144.76978,316.26,1.07,1.03,2022-08-16,1556,A,71,6.1NRT,288.76,16.15,N
-17.21677,144.81058,317.51,1.07,1.03,2022-08-16,1556,A,95,6.1NRT,289.19,17.66,N
-17.21814,144.8205,339.67,1.07,1.03,2022-08-16,1556,A,100,6.1NRT,292.21,48.26,N
-17.22606,144.80922,344,1.07,1.03,2022-08-16,1556,A,100,6.1NRT,292.12,56.28,N
-17.22742,144.81902,327.37,1.07,1.03,2022-08-16,1556,A,100,6.1NRT,290.76,28.62,N
-17.23534,144.80772,324.05,1.07,1.03,2022-08-16,1556,A,77,6.1NRT,289.41,23.27,N
-17.23672,144.81766,311.21,1.07,1.03,2022-08-16,1556,A,19,6.1NRT,288.01,11.12,N
-17.25528,144.8147,314.66,1.07,1.03,2022-08-16,1556,A,59,6.1NRT,287,15.12,N
-17.2604,144.78351,307.11,1.07,1.03,2022-08-16,1556,A,67,6.1NRT,285.74,10.17,N
-17.59268,144.15103,305.19,1.03,1.02,2022-08-16,1556,A,63,6.1NRT,289.09,7.76,N
-17.65016,144.16203,302.79,1.03,1.02,2022-08-16,1556,A,51,6.1NRT,287.03,6.97,N
-14.00885,127.28784,314.97,2.94,1.63,2022-08-16,1734,A,67,6.1NRT,290.4,67.52,N
-14.02354,127.2859,360.75,2.94,1.63,2022-08-16,1734,A,100,6.1NRT,294.88,430.55,N
-14.02663,127.31335,321.36,2.96,1.64,2022-08-16,1734,A,100,6.1NRT,289.39,96.07,N
-16.26348,142.43678,331.64,4.22,1.9,2022-08-16,2354,T,86,6.1NRT,300.67,205.88,D
-16.26534,142.42886,335.7,4.22,1.9,2022-08-16,2354,T,88,6.1NRT,300.35,245.19,D
-16.28228,142.42528,319,4.22,1.9,2022-08-16,2354,T,40,6.1NRT,299.7,85.11,D
-16.29923,142.42168,318.66,4.22,1.9,2022-08-16,2354,T,71,6.1NRT,299.09,86.07,D
-16.30686,142.46068,317.99,4.19,1.9,2022-08-16,2354,T,65,6.1NRT,300.35,78.78,D
-16.34417,142.65181,317.69,4.05,1.87,2022-08-16,2354,T,74,6.1NRT,299.15,78.67,D
-16.30956,142.45433,320.32,4.19,1.9,2022-08-16,2354,T,61,6.1NRT,300.35,94.74,D
-16.34808,142.64517,316.92,4.05,1.87,2022-08-16,2354,T,73,6.1NRT,299.12,74.97,D
-16.35561,142.6826,311.89,4.03,1.86,2022-08-16,2354,T,65,6.1NRT,300.63,42.9,D
-16.30646,141.99187,322.93,4.54,1.96,2022-08-16,2354,T,39,6.1NRT,299.78,126.78,D
-16.35875,141.98056,337.8,4.54,1.96,2022-08-16,2354,T,90,6.1NRT,300.75,291.98,D
-16.40661,142.22765,324.09,4.34,1.92,2022-08-16,2354,T,75,6.1NRT,300.87,132.35,D
-16.30548,141.98444,326.58,4.54,1.96,2022-08-16,2354,T,54,6.1NRT,299.85,162.19,D
-16.34037,141.97702,324.36,4.54,1.96,2022-08-16,2354,T,70,6.1NRT,300.54,143.62,D
-16.35781,141.9733,334.89,4.54,1.96,2022-08-16,2354,T,88,6.1NRT,300.21,255.67,D
-16.40727,142.22009,328.52,4.34,1.92,2022-08-16,2354,T,75,6.1NRT,300.43,172.03,D
-16.42441,142.21643,322.59,4.34,1.92,2022-08-16,2354,T,79,6.1NRT,297.92,122.49,D
-16.43238,142.25658,318.67,4.31,1.92,2022-08-16,2354,T,70,6.1NRT,300.29,86.2,D
-16.3843,141.92355,328.38,4.57,1.96,2022-08-16,2354,T,84,6.1NRT,298.98,194.83,D
-16.41837,142.00389,329.34,4.5,1.95,2022-08-16,2354,T,85,6.1NRT,299.51,191.33,D
-16.43575,142.00014,326.19,4.5,1.95,2022-08-16,2354,T,82,6.1NRT,298.26,159.96,D
-16.48363,142.24559,336.18,4.31,1.92,2022-08-16,2354,T,89,6.1NRT,298.69,259.24,D
-16.49139,142.28548,326.74,4.28,1.91,2022-08-16,2354,T,83,6.1NRT,301.14,150.64,D
-16.50843,142.28183,331.55,4.28,1.91,2022-08-16,2354,T,86,6.1NRT,300.32,207.23,D
-16.38408,141.91783,330,4.57,1.96,2022-08-16,2354,T,85,6.1NRT,298.83,209.97,D
-16.4187,141.99811,330.74,4.5,1.95,2022-08-16,2354,T,86,6.1NRT,299.14,202.79,D
-16.43609,141.9944,319.48,4.5,1.95,2022-08-16,2354,T,75,6.1NRT,297.87,103.59,D
-16.4445,142.036,316.79,4.47,1.94,2022-08-16,2354,T,64,6.1NRT,299.28,81.6,D
-16.48553,142.23949,325.68,4.31,1.92,2022-08-16,2354,T,82,6.1NRT,297.7,147.28,D
-16.49354,142.27931,329.95,4.28,1.91,2022-08-16,2354,T,85,6.1NRT,301.18,184.44,D
-16.51059,142.27573,330.09,4.28,1.91,2022-08-16,2354,T,85,6.1NRT,299.46,195.01,D
-17.1782,144.7775,308.84,2.71,1.58,2022-08-16,2356,T,40,6.1NRT,296.17,24.79,D
-17.21549,144.82129,308.92,2.69,1.57,2022-08-16,2356,T,17,6.1NRT,295.2,24.24,D
-17.25799,144.81522,308.11,2.69,1.57,2022-08-16,2356,T,39,6.1NRT,294.02,24.19,D
-17.21893,144.81413,311.77,2.69,1.57,2022-08-16,2356,T,60,6.1NRT,295.32,33.71,D
-17.26139,144.80772,305.96,2.69,1.57,2022-08-16,2356,T,50,6.1NRT,293.29,20.23,D
-19.04959,146.06274,303.74,2,1.38,2022-08-16,2356,T,44,6.1NRT,292.77,12.03,D
-19.07593,145.99666,312.15,2.02,1.38,2022-08-16,2356,T,69,6.1NRT,294.16,25.36,D
-19.20774,146.59805,308.05,1.81,1.32,2022-08-16,2356,T,63,6.1NRT,297.2,10.75,D
-19.21072,146.6151,308.56,1.81,1.32,2022-08-16,2356,T,64,6.1NRT,297.39,10.85,D
-19.26327,146.08154,318.98,1.97,1.37,2022-08-16,2356,T,77,6.1NRT,294.8,39.24,D
-20.17321,147.37927,308.9,1.54,1.22,2022-08-16,2356,T,62,6.1NRT,297.34,10.27,D
-22.48123,150.23293,307.94,1.04,1.02,2022-08-16,2356,T,32,6.1NRT,293.93,5.31,D
-22.69231,150.46976,303.35,1.02,1.01,2022-08-16,2356,T,52,6.1NRT,293.19,4.14,D
-22.75093,150.49422,303.94,1.02,1.01,2022-08-16,2356,T,45,6.1NRT,293.18,4.32,D
-22.75244,150.50409,308.44,1.02,1.01,2022-08-16,2356,T,65,6.1NRT,292.51,7.38,D
-22.74335,150.38362,307.97,1.03,1.01,2022-08-16,2356,T,64,6.1NRT,294.89,6.78,D
-25.215,151.28703,304.44,1,1,2022-08-16,2356,T,59,6.1NRT,290.96,5.08,D
-26.19125,151.62721,311.65,1.02,1.01,2022-08-16,2356,T,72,6.1NRT,291.99,10.19,D
-26.20037,151.62573,304,1.02,1.01,2022-08-16,2358,T,39,6.1NRT,290.81,4.94,D
-26.82286,153.06233,300.79,1.15,1.07,2022-08-16,2358,T,40,6.1NRT,290.04,4.23,D
-27.55622,152.14513,302.67,1.08,1.04,2022-08-16,2358,T,42,6.1NRT,291.29,4.69,D
-28.70273,150.80672,306.02,1.02,1.01,2022-08-16,2358,T,63,6.1NRT,290.2,7.2,D
-28.70418,150.81708,301.1,1.02,1.01,2022-08-16,2358,T,37,6.1NRT,289.88,4.3,D
-28.71181,150.8051,328.69,1.02,1.01,2022-08-16,2358,T,86,6.1NRT,291.65,27.85,D
-28.71326,150.81548,325.32,1.02,1.01,2022-08-16,2358,T,84,6.1NRT,290.81,23.79,D
-28.86602,151.39653,317.93,1.05,1.02,2022-08-16,2358,T,78,6.1NRT,287.28,18.51,D
-29.04549,150.76395,321.39,1.02,1.01,2022-08-16,2358,T,81,6.1NRT,290.59,19.78,D
-29.04694,150.77438,327.33,1.02,1.01,2022-08-16,2358,T,85,6.1NRT,290.35,26.65,D
-29.05457,150.76231,333.43,1.02,1.01,2022-08-16,2358,T,88,6.1NRT,290.26,33.32,D
-29.05603,150.77277,337.11,1.02,1.01,2022-08-16,2358,T,90,6.1NRT,290.58,39.06,D
-34.45772,150.87656,307.81,1.11,1.05,2022-08-17,0001,T,50,6.1NRT,291.4,8.51,D
-20.11382,128.16853,337.04,1.02,1.01,2022-08-17,0134,T,86,6.1NRT,310.52,26.33,D
-20.11518,128.17822,330.05,1.02,1.01,2022-08-17,0134,T,78,6.1NRT,307.95,16.77,D
-20.12289,128.16713,343.83,1.02,1.01,2022-08-17,0134,T,91,6.1NRT,310.9,38.89,D
-20.12425,128.17682,325.54,1.02,1.01,2022-08-17,0134,T,71,6.1NRT,307.61,12.22,D
-20.13196,128.16571,347.5,1.02,1.01,2022-08-17,0134,T,93,6.1NRT,308.53,46.18,D
-20.18464,128.15109,329.58,1.02,1.01,2022-08-17,0134,T,79,6.1NRT,307.85,17.93,D
-20.186,128.1608,323.65,1.02,1.01,2022-08-17,0134,T,70,6.1NRT,307.49,11.09,D
-21.29543,134.53941,321.18,2.47,1.51,2022-08-17,0134,T,73,6.1NRT,302.02,44.6,D
-21.29787,134.56325,321.52,2.48,1.52,2022-08-17,0134,T,73,6.1NRT,302.2,45.71,D
-21.30441,134.55566,328.7,2.48,1.52,2022-08-17,0134,T,81,6.1NRT,302.58,71.41,D
-24.3652,131.72357,313.15,1.7,1.28,2022-08-17,0137,T,57,6.1NRT,299.94,14.43,D
-11.16299,132.52911,322.43,1.28,1.12,2022-08-17,0132,T,72,6.1NRT,308.19,16.49,D
-11.36796,132.5367,320.71,1.29,1.13,2022-08-17,0132,T,32,6.1NRT,304.62,14.45,D
-11.36955,132.54852,324.3,1.29,1.13,2022-08-17,0132,T,43,6.1NRT,304.22,17.77,D
-11.37809,132.53529,333.81,1.29,1.13,2022-08-17,0132,T,79,6.1NRT,307.28,34.03,D
-11.37969,132.54713,329.95,1.29,1.13,2022-08-17,0132,T,58,6.1NRT,308.14,24.96,D
-11.32971,130.4041,331.55,1.03,1.02,2022-08-17,0132,T,63,6.1NRT,304.62,25.72,D
-11.33105,130.41353,328.86,1.04,1.02,2022-08-17,0132,T,81,6.1NRT,302.28,21.98,D
-11.34017,130.4122,325.46,1.04,1.02,2022-08-17,0132,T,77,6.1NRT,304.32,18.31,D
-12.18237,136.47624,311.04,2.58,1.54,2022-08-17,0132,T,46,6.1NRT,300.22,18.1,D
-11.48638,130.8638,333.39,1.07,1.03,2022-08-17,0132,T,84,6.1NRT,308.43,26.04,D
-11.48775,130.8736,323.23,1.07,1.03,2022-08-17,0132,T,68,6.1NRT,306.52,12.57,D
-12.22696,136.56189,313.4,2.63,1.56,2022-08-17,0132,T,50,6.1NRT,299.57,23.57,D
-11.53553,130.87672,328.43,1.07,1.03,2022-08-17,0132,T,79,6.1NRT,309.03,17.1,D
-12.37449,136.56088,320.7,2.64,1.56,2022-08-17,0132,T,71,6.1NRT,299.45,54.19,D
-12.38855,136.55945,315.3,2.64,1.56,2022-08-17,0132,T,47,6.1NRT,298.89,31.82,D
-12.37924,136.55475,315.14,2.64,1.56,2022-08-17,0132,T,57,6.1NRT,298.96,33.44,D
-12.382,136.57895,315.85,2.65,1.56,2022-08-17,0132,T,60,6.1NRT,299.08,36.11,D
-12.13065,134.35826,317.45,1.77,1.3,2022-08-17,0132,T,55,6.1NRT,303.64,17.21,D
-12.39329,136.55322,314.18,2.64,1.56,2022-08-17,0132,T,35,6.1NRT,298.8,28.24,D
-12.14309,134.08406,316.37,1.69,1.28,2022-08-17,0132,T,34,6.1NRT,305.59,11.71,D
-11.71051,130.68115,317.15,1.06,1.03,2022-08-17,0132,T,59,6.1NRT,305.04,6.51,D
-12.19311,133.76456,317.11,1.6,1.25,2022-08-17,0132,T,22,6.1NRT,302.94,10.87,D
-12.20822,133.79289,320.93,1.61,1.25,2022-08-17,0132,T,54,6.1NRT,306.84,16.7,D
-12.24491,133.81216,321.69,1.62,1.25,2022-08-17,0132,T,65,6.1NRT,307.99,17.79,D
-12.56569,136.35258,316.94,2.56,1.54,2022-08-17,0132,T,61,6.1NRT,299.79,36.68,D
-12.27509,133.16048,323.4,1.46,1.19,2022-08-17,0132,T,61,6.1NRT,310.39,14.96,D
-12.69566,136.09755,314.95,2.46,1.51,2022-08-17,0132,T,51,6.1NRT,301.36,23.25,D
-12.70312,136.09108,317.26,2.46,1.51,2022-08-17,0132,T,62,6.1NRT,301.46,34.03,D
-12.52575,134.21736,317.79,1.75,1.3,2022-08-17,0132,T,57,6.1NRT,307.63,13.79,D
-12.1711,131.02626,324.86,1.1,1.05,2022-08-17,0132,T,41,6.1NRT,304.24,17.01,D
-12.1725,131.03633,345.15,1.1,1.05,2022-08-17,0132,T,92,6.1NRT,307.57,51.19,D
-12.44174,132.95226,327.14,1.42,1.18,2022-08-17,0132,T,77,6.1NRT,307.48,24.08,D
-12.20495,131.06256,326.07,1.1,1.05,2022-08-17,0132,T,72,6.1NRT,306.8,15.62,D
-12.2971,131.06421,323.15,1.11,1.05,2022-08-17,0132,T,59,6.1NRT,306.67,13.45,D
-12.60639,133.14566,319.65,1.47,1.2,2022-08-17,0134,T,37,6.1NRT,305.01,15.54,D
-12.61197,133.10374,325.68,1.46,1.19,2022-08-17,0134,T,75,6.1NRT,305.72,26.22,D
-12.68667,133.69196,320.12,1.61,1.25,2022-08-17,0134,T,45,6.1NRT,305.06,16.8,D
-12.68853,133.70676,330.09,1.62,1.25,2022-08-17,0134,T,81,6.1NRT,305.45,40.31,D
-12.6227,133.10229,324.69,1.46,1.19,2022-08-17,0134,T,74,6.1NRT,305.21,23.5,D
-12.62443,133.11566,327.03,1.46,1.2,2022-08-17,0134,T,72,6.1NRT,304.18,26.9,D
-12.62617,133.12912,329.39,1.47,1.2,2022-08-17,0134,T,57,6.1NRT,304.64,29.91,D
-12.71102,133.70375,317.16,1.62,1.25,2022-08-17,0134,T,25,6.1NRT,303.51,14.35,D
-12.71292,133.7187,318.65,1.62,1.25,2022-08-17,0134,T,46,6.1NRT,302.88,17.17,D
-12.64139,132.62344,323.24,1.36,1.15,2022-08-17,0134,T,72,6.1NRT,309.58,15.43,D
-13.15971,136.17459,314.89,2.53,1.53,2022-08-17,0134,T,0,6.1NRT,301.31,24.63,D
-12.80897,132.26717,329.53,1.3,1.13,2022-08-17,0134,T,71,6.1NRT,309.4,23.26,D
-12.81753,132.25394,323.31,1.29,1.13,2022-08-17,0134,T,70,6.1NRT,308.94,15.36,D
-12.81913,132.26579,323.92,1.3,1.13,2022-08-17,0134,T,59,6.1NRT,310.58,14.75,D
-12.84753,132.32265,327.03,1.31,1.13,2022-08-17,0134,T,61,6.1NRT,310.99,17.82,D
-12.85284,132.28543,327.88,1.3,1.13,2022-08-17,0134,T,55,6.1NRT,308.1,20.55,D
-12.85447,132.29735,350.12,1.3,1.13,2022-08-17,0134,T,95,6.1NRT,310.97,72,D
-12.85195,132.29112,346.33,1.3,1.13,2022-08-17,0134,T,92,6.1NRT,310.43,61.1,D
-12.85351,132.30307,336.45,1.31,1.13,2022-08-17,0134,T,80,6.1NRT,311.08,36.41,D
-12.85506,132.31506,324.69,1.31,1.13,2022-08-17,0134,T,45,6.1NRT,309.3,15.62,D
-12.64682,130.68869,328.2,1.08,1.04,2022-08-17,0134,T,76,6.1NRT,308.11,16.76,D
-12.64818,130.69855,359.73,1.08,1.04,2022-08-17,0134,T,99,6.1NRT,312.11,83.38,D
-12.64954,130.70839,327.88,1.08,1.04,2022-08-17,0134,T,76,6.1NRT,310.81,16.96,D
-12.65613,130.68738,343.34,1.08,1.04,2022-08-17,0134,T,90,6.1NRT,307.07,42.95,D
-12.6575,130.69727,361.71,1.08,1.04,2022-08-17,0134,T,100,6.1NRT,309.83,89.55,D
-12.65886,130.70711,356.72,1.08,1.04,2022-08-17,0134,T,98,6.1NRT,312.27,74.34,D
-12.66023,130.71696,329.25,1.08,1.04,2022-08-17,0134,T,78,6.1NRT,308.65,17.88,D
-13.15314,130.61655,336.14,1.08,1.04,2022-08-17,0134,T,85,6.1NRT,308.1,29.73,D
-13.15453,130.62642,339.83,1.08,1.04,2022-08-17,0134,T,88,6.1NRT,310.13,36.77,D
-13.16247,130.61522,343.11,1.08,1.04,2022-08-17,0134,T,90,6.1NRT,310.11,44.58,D
-13.16386,130.62511,356.02,1.08,1.04,2022-08-17,0134,T,98,6.1NRT,312.7,74.5,D
-13.16525,130.63501,337.95,1.08,1.04,2022-08-17,0134,T,86,6.1NRT,310.29,34.49,D
-13.17458,130.63371,344.09,1.08,1.04,2022-08-17,0134,T,91,6.1NRT,311.46,46.7,D
-13.17598,130.64363,333.64,1.08,1.04,2022-08-17,0134,T,75,6.1NRT,308.1,25.58,D
-13.18116,130.63654,335.13,1.08,1.04,2022-08-17,0134,T,81,6.1NRT,309.68,27.21,D
-13.18389,130.65642,330.74,1.09,1.04,2022-08-17,0134,T,76,6.1NRT,307.84,19.05,D
-13.19323,130.65509,323.72,1.09,1.04,2022-08-17,0134,T,37,6.1NRT,309.8,9.3,D
-13.1946,130.66504,331.01,1.09,1.04,2022-08-17,0134,T,76,6.1NRT,308.59,20.02,D
